2,5,7,8,11,17,19,21,34,35,37,39,41,50
3,2,4,5,8,9,13,17,21,23,26,30,51,69
4,5,9,13,16,17,21,30,38,60,69
5,17,30,6,8
6,2,5,17,19,50
7,2,50,5,6,17
8,2,5,11,17,19,21,34,41
9,3,4,15,17,38
10,2,3,5,11,17,19,23,26,30,32,33,40,43,48,53,54
11,2,5,6,8,17,19,21,24,30,34,35,39,41
12,29,31,23,36,17,38
13,3,16,17,15,4,30,38,43,5
14,2,4,5,17,69
15,38,13,4,9
16,4,38,60,17,21,37,30,19,11,5,8,13
17,2,5,8,11,19,21,24,30,34,35,39,41,69,70
18,2,5,16,17,21,22
19,2,5,6,8,11,17,21,24,30,34,35,38,39,41,70
20,5,17,44
21,2,4,5,8,11,17,19,30,34,35,37,39,41
22,2,5,6,14,17,18,19,21,24,38,69
23,2,3,5,10,12,17,21,25,32,33,36,40,47
24
25,2,23,32,37,48
26,3,10,28,30,43,47,48,54,17,41,42,51,53,54
27,17,3,69,70,21,51
28,2,5,11,17,19,25,26,30,32,33,47,69
29
30,5,10,17,60
31
32,10,23,19,17,25,33,40
33,2,5,8,10,19,23,30,32,40,53,54
34,2,8,11,17,19,21,41,71
35,2,5,8,11,17,19,21,30,34,38,41
36,12,23,40,25,32
37,2,21,33
38,4,9,12,16,47
39
40,23,32,33,10,36,47
41,2,5,8,11,17,19,21,30,34,35
42,10,26,38,43,47,53,54,55,57
43,10,26,30,42,47,48,60
44,2,8,17,20,21,34
45,2,5,8,17,21,30,37,51
47,26,40,23,54,42,53
48,10,60,43,26,25
49
50,2,6,7,19
51,63,57,40,30,13,3
52,2,5,8,11,17,19,21,24,34,35,50,69
53,33,32,10,54,47,42,26,57
54,10,26,32,33,42,47,53
55,25,26,48
56,7
57,5,23,26,30,31,32,33,42,43,47,51,53,54
60,4,5,16,17,30,38,48
63,17,69,5,8,27,2
69,18,21,5,70
70,5,8,17,19,21,69
